track_name,album_name,artist_names,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,tidal_popularity,explicit_track
thrift shop (feat. wanz),The Heist,macklemore & ryan lewis,2012-10-09,GMM881200022,2795,26.5,1226381432.0,8351,1645328,46,1905103664,13003790,,,,340316264,41,37641,112,1,697,,,,,26117729,,0
river,River,bishop briggs,2016-01-22,TCACL1648391,2805,26.5,547304707.0,93449,17009946,68,566895107,8058632,2927089,432649655,4144883692,56048945,48,23803,23,11,5595,14,136527961,114975,,4876569,,0
dil diyan gallan,Tiger Zinda Hai (Original),atif aslam,2017-12-12,INY091700035,2801,26.5,204127666.0,20958,11366583,65,1326806818,7661864,169700,3586828,60784930,27572059,16,2497,,1,927,1,761,,,565775,,0
little bit of love,Little Bit of Love,tom grennan,2021-01-08,GBARL2001197,2810,26.5,389164529.0,60436,21604450,62,96711789,597354,22228,9869894,82984646,22709518,75,249186,56,37,212978,11,1555422,711,3087711,3654247,,0
i knew you were trouble.,I Knew You Were Trouble.,taylor swift,2012-01-01,USCJY1231039,2809,26.5,839642356.0,110606,35486997,72,545463966,4002306,762018,5417399,48882930,150833941,62,3816,42,18,105709,19,653492761,731107,836565,9583929,,0
fresh out the slammer,THE TORTURED POETS DEPARTMENT,taylor swift,2024-04-18,USUG12401034,2811,26.5,105424914.0,2473,7785632,,7227379,113318,,348700,2500000,,12,241,,3,52518,41,1332898,721,,21372,,0
the real slim shady,The Source Hip-Hop Hits Vol. 4,eminem,2000-01-01,USIR10000448,2796,26.5,1798020679.0,352947,75283550,81,961666231,7927293,74682,86740640,771015965,568968886,93,70311,82,68,2765272,46,508575450,1263577,1131521,6637985,,1
left and right (charlie puth) [feat. jung kook of bts] - sped up version,Left and Right (Charlie Puth) [feat. Jung Kook of BTS] [Sped Up Version],sped up nightcore,2022-07-18,USAT22210335,2807,26.5,3492767.0,807,484998,27,412119147,8660129,122000,1891966,24601626,5322461166,1,,,,,8,8844,,,,,0
save me,Save Me,jelly roll,2020-06-25,USZHR2000088,2799,26.5,143528699.0,26295,1211007,65,395691039,3870422,115695,13408126,184322890,442453830,2,1328,8,1,2482,,89016137,161227,5123723,795577,,0
ýýýýýý,ýýýýýý,sprite,2021-04-29,TH2DY2100061,2803,26.5,9126545.0,2349,139340,41,440738171,3204368,1821332,96385707,1185912241,27961594,7,819,,,,,,,,117936,,1
best for me,Best For Me,joyner lucas,2024-03-18,QM4TX2423210,2798,26.5,18852560.0,3014,3041643,,18904500,468752,,120700,1200000,1283674,10,5873,3,6,7688,28,8477163,1522,,208479,,1
ni me debes ni te debo,Colmillo De Leche,carin leon,2023-05-19,QZQMB2105022,2797,26.5,168963270.0,9329,6528413,52,138646834,561807,83980,6759488,90780465,7517627,7,6941,7,6,21467,2,7647073,808,276309,327415,,0
ya no vuelvas,Ya No Vuelvas,luck ra,2022-08-09,CLPP22200035,2816,26.4,28739240.0,4519,1778008,51,378611518,826925,43939,2316894,26531589,4172329,,1411,,2,6728,,,,,,,0
scared to be lonely,Dua Lipa (Complete Edition),martin garrix,2015-01-01,NLM5S1600025,2815,26.4,1254883107.0,131909,46601399,73,995579933,7131931,121770,12363862,113741661,221491507,133,23357,43,82,710034,40,125737150,32167,,6308966,,0
un aï¿½,Un Aï¿½,sebastian yatra,2019-01-18,USUM71821048,2819,26.4,573290850.0,44972,20961958,67,830580317,5534299,314552,17545978,164663552,29178246,45,14266,248,36,162734,21,23140285,8362,,,,0
21,THE GOAT,polo g,2020-05-15,USQX92002597,2814,26.4,500766243.0,134529,11500707,67,161831915,1890192,62100,5844781,22513039,25064335,21,36,72,2,9498,2,25620725,25187,,436240,,1
i gotta feeling,The E.N.D. (The Energy Never Dies),black eyed peas,2009-01-01,USUM70965169,2817,26.4,1423655688.0,306620,108479481,76,190741649,1734831,498488,96154828,680999560,,281,1708,434,150,2704374,86,348819350,770388,,11916814,,0
nostylist,NO STYLIST,destroy lonely,2022-08-12,USLD91740130,2818,26.4,100973437.0,55772,4769511,63,14289584,264058,153000,72100628,552255188,,8,511,34,,,1,466721,911,10092692,443594,,1
respect (2021 remaster),The Genius of Aretha Franklin,aretha franklin,2021-02-19,USRH12000996,2812,26.4,607726217.0,158,18327,20,,,,,,,,,,,,,539329824,183461,,,,0
so done,SO DONE,the kid laroi,2020-10-23,USSM12005922,2820,26.4,428787524.0,95178,8705363,62,63666862,1060419,39225,15383747,116127311,26679235,69,39027,,18,2013,7,30609251,13139,17250455,636078,,0
the boat beat,The Boat Beat,ricky desktop,2020-05-12,QZES92025420,2813,26.4,13847072.0,3177,474041,33,8068836,219118,6220932,241086839,3081391270,,,,,1,749,,503167,2221,,142921,,0
no es justo,No Es Justo,j balvin,2018-05-11,USUM71804471,2835,26.3,580941059.0,55176,15983158,64,965441155,3017656,14706,1960151,19928111,131550363,43,12413,28,43,197076,32,24747071,6287,,1613752,,0
new jeans,NewJeans 'Super Shy',newjeans,2023-07-07,USA2P2330067,2840,26.3,253890110.0,22593,5131270,73,32342210,1238077,93504,33300089,242425753,52890440,7,350,,1,18402,14,880833,3042,1675417,221882,,0
cat partying (tiktok sped up) - remix,Cat Partying (TikTok Sped Up) [Remix],music factory,2023-03-20,ARIXB2303741,2826,26.3,2368578.0,1128,61944,,,,1900000,12239089,196993859,,,,,,,,,,,,,0
wannabe,IT'z ME,itzy,2020-03-09,US5TA2000006,2825,26.3,365845397.0,29751,5840656,66,731488947,8414274,116880,56690917,362463277,40824041,23,2293,29,9,45969,26,2698145,3933,,698118,,0
yï¿½ï¿½reï¿½ï¿½i,Yï¿½ï¿½reï¿½ï¿½i,amo988,2023-09-15,TRBUL2300064,2841,26.3,75979813.0,7579,4760968,68,104439157,350883,33300,3921299,60449279,369727517,2,2174,,3,1583000,,,,,372000,,0
no angels,Everything I Thought It Was,justin timberlake,2024-03-14,USRC12400002,2839,26.3,11092257.0,1607,7250700,,,,,,,,30,41925,1,39,1094377,11,621190,208,,184790,,0
champagne poetry,Certified Lover Boy,drake,2021-09-03,USUG12104397,2836,26.3,308396120.0,99705,14089454,66,63664549,669096,258830,147816112,1204022719,22392532,16,981,12,10,140499,2,6705531,7745,,298898,,1
imitadora,Imitadora,romeo santos,2017-06-23,USSD11700288,2823,26.3,503904686.0,47427,13586022,73,1009029328,4103220,318412,137583052,979585978,286966207,26,6057,7,16,397294,4,108580968,42905,,2520475,,0
ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýý - Single,akris & teddy,2024-05-31,FRX872442897,2828,26.3,306040.0,1,13,15,,,,,,,,,,,,,,,,610446,,0
20 min,Luv Is Rage 2 (Deluxe),lil uzi vert,2017-11-17,USAT21704166,2830,26.3,1006734157.0,224587,27766092,77,106339744,850717,43585,19855293,144628943,,19,911,4,5,15053,2,26931509,31699,,2385566,,1
om jai jagdish hare,The Bhajan Project 2,shivali,2023-02-16,INS172300521,2824,26.3,8313.0,7,75,8,314513125,1120176,,,,,,1,,,,,,,,,,0
ya no tiene novio,Ya No Tiene Novio,sebastian yatra,2018-08-10,USUM71809940,2834,26.3,431529832.0,32115,14298721,63,1077954732,4083486,73016,6785915,43241693,126637973,31,7839,85,34,69942,14,10867630,2835,,945157,,0
your power,Your Power,billie eilish,2021-04-29,USUM72105934,2838,26.3,423439672.0,79149,22567177,68,170437339,4244477,124714,54016040,347631092,47423810,130,51953,33,28,568814,43,15646904,6432,,1144737,,0
bling bling,Bling Bling - Single,grupo marca registrada,2023-11-27,USA2P2358699,2837,26.3,96383243.0,10187,4406109,,51056879,376116,,596994,4336957,1280723741,2,717,,3,77873,,332742,435,684353,259613,,1
pero tï¿,PERO Tï¿,karol g,2023-02-23,USUM72222545,2827,26.3,212911684.0,22815,8668393,71,106041009,588756,215518,9084718,131834580,7517627,9,528,125,6,404308,9,12174494,1543,,313441,,1
n'y pense plus,N'y pense plus,tayc,2020-06-19,FR8FB2002810,2833,26.3,177952382.0,60714,3538535,63,217526800,1861229,1855774,227091507,2758905591,17779700,26,10488,,12,110119,3,1004432,880,,5257817,,0
body,Good News,megan thee stallion,2020-11-20,QMCE32000683,2831,26.3,327693363.0,59033,19679788,63,215966337,3070939,1180141,371525726,2873316705,1231737,19,97610,401,10,24852,26,,,,,,1
where you are,Where You Are,john summit,2023-03-03,USUG12301338,2822,26.3,123058600.0,41625,65080812,71,15090329,160292,12651,2501719,30233661,35904201,40,19860,16,22,409177,30,3482823,1553,2120172,763897,,0
scream & shout,Scream & Shout,will.i.am,2012-11-20,USUM71215597,2821,26.3,767661283.0,177756,49961171,72,1211548500,6168792,139644,110048740,838554125,226395588,61,16967,32,41,869079,20,,,2747437,16187949,,1
bigger thï¿½ï¿½n everyt,bigger thï¿½ï¿½n everyt,yeat,2023-08-10,USUM72311204,2832,26.3,48790265.0,26044,5580526,59,11963045,259674,,239969,2309009,191102695,6,242,56,2,43891,,230247,,5094725,158531,,1
princess diana (with nicki minaj),Princess Diana (with Nicki Minaj),ice spice,2023-04-14,USUG12300211,2829,26.3,220270601.0,34862,34947789,67,32354134,356483,219907,98324852,905030524,,,8968,1620,,,,,,,,,1
this is me,This Is Me,keala settle,2017-10-27,USAT21704622,2852,26.2,809894358.0,80591,19776253,66,622964718,4716659,18442,1528788,16464069,41140493,71,36683,,20,48491,21,84821836,183702,126042,3165985,,0
que pretendes,OASIS,j balvin,2019-06-28,USUM71912318,2849,26.2,806817589.0,85661,29532086,71,489443301,2894907,31430,21776640,131482347,133515788,116,7749,36,42,919695,33,,,4966997,2049245,,0
the chicken wing beat,The Chicken Wing Beat,ricky desktop,2020-06-13,QZHN72010372,2842,26.2,68033539.0,13060,1293542,60,88796716,1038952,4890413,206433932,2164370742,7628776,2,90,38,,,5,20368923,3606,,593992,,0
nï¿½ï¿½o vou nam,Nï¿½ï¿½o Vou Nam,dj ws da igrejinha,2024-01-19,QZZEC2322612,2850,26.2,73192291.0,7800,40120103,79,34522299,269890,,,,15869838,1,6,,24,14916452,17,,,,143297,,1
rim tim tagi dim,Rim Tim Tagi Dim,baby lasagna,2024-01-12,AT2DY2400003,2848,26.2,34926866.0,4003,4119043,75,50347276,837359,10600,,,12801813,13,2543,,18,177178,8,,,,151826,,0
baila baila baila,Baila Baila Baila,ozuna,2019-01-05,QM7281886206,2845,26.2,563326343.0,71108,14798709,64,619678799,3452638,106538,2189375,13221298,11102526,39,18970,456,19,1388183,47,102464905,21059,,2360573,,0
ms. jackson,Ms. Jackson,pashanim,2023-08-24,DECE72302560,2847,26.2,91200208.0,31859,7752540,69,9615800,108288,1020,502312,4482394,171987731,16,9735,,10,9087073,4,,,,118882,,0
sï¿½ï¿½per ultra,Sï¿½ï¿½PER ULTRA,picus,2023-04-15,MXUM72300426,2844,26.2,14167450.0,963,227636,56,246398948,1783107,,10206545,145453664,80150371,,374,,,,1,,,,55529,,0
happier (feat. clementine douglas),Happier (feat. Clementine Douglas) - Single,the blessed madonna,2024-02-02,GBAHT2301515,2846,26.2,30812151.0,5012,42546998,71,4200741,25745,,,,24444704,48,9139,99,32,3648043,66,38754,47,3018379,428557,,0
sin tanto royo,Sin Tanto Royo,luis r conriquez,2023-10-20,QMANG2210115,2853,26.2,92158242.0,10988,6195525,,73651632,328795,363,134310,1349277,242792313,5,1,,,,,609823,333,,268720,,0
psycho,ýýýThe ReVe Festivalýýý Finale,red velvet,2019-12-23,KRA301900597,2851,26.2,471042668.0,37370,8743783,66,716847469,9852754,46801,34695574,222663523,15450015,21,6935,5,7,3371,19,3058867,7402,,578357,,0
rhyme dust,Rhyme Dust,mk,2023-02-24,GBARL2300220,2843,26.2,116992202.0,44035,62486297,65,7745796,95181,12594,8695476,92238960,7025105,50,14692,281,22,274665,18,1299775,674,3195929,762785,,0
tu foto,Tu Foto,q' lokura,2024-05-16,QM6N22456323,2869,26.1,9244547.0,925,8931821,69,12781421,82897,,,,,1,91,,1,231785,,,,,10458,,0
loco,Loco,justin quiles,2021-05-13,USWL12100223,2864,26.1,417078369.0,80390,22262789,61,22493718,150440,779826,109132088,1310854382,982702,61,36058,,25,73195,31,18046754,5964,2036108,2963547,,0
siempre pendientes,Siempre Pendientes,peso pluma,2022-08-15,QM6P42200426,2865,26.1,395739041.0,34865,14461323,69,115349777,497323,256000,27864309,347269682,,18,651,,1,4087,9,31933007,5538,,525859,,1
lalali,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',seventeen,2024-04-29,USA2P2415976,2858,26.1,11282322.0,625,1779055,,23217618,887493,,2229,22700,5822984,1,70,,2,5672,,26409,24,,15240,,0
slut me out,Slut Me Out - Single,nle choppa,2022-04-15,USWB12200942,2867,26.1,346862697.0,72540,23493477,67,28725574,481537,60398,29004515,186623555,29533696,8,156,35,8,35925,4,7754964,27818,,814265,,1
real love,Real Love,martin garrix,2023-09-22,NLM5S2302045,2859,26.1,23089149.0,7090,14537779,,1508079,15100,700500,9061381,160449801,,35,23382,156,47,838246,,376057,,,115557,,0
a tu merced,YHLQMDLG,bad bunny,2020-02-29,QM4TX2030959,2856,26.1,778269101.0,94041,20880365,70,357643934,1517496,80500,42847884,287886349,1278210,35,3929,,12,77806,8,26315157,4614,,671048,,0
cake by the ocean,Pop Music Best Hit 2012-16's VOL18,dnce,2012-01-01,USUM71514637,2863,26.1,1623436416.0,181003,87263572,76,205204907,2069073,563713,55758553,345185931,312,228,170627,323,110,2298858,58,382959323,437161,,15885088,,1
exchange,T R A P S O U L,bryson tiller,2015-10-02,USRC11502185,2857,26.1,989672356.0,135409,50477248,76,713521813,4429142,245277,12247275,71925380,118725866,122,28008,15,70,370637,15,,,22910659,2883431,,1
wasted love (feat. lagique),Wasted Love (feat. Lagique),ofenbach,2021-01-08,FR9W12028036,2868,26.1,385903701.0,66419,24104595,61,67488485,440351,728654,53819526,771965593,27764465,153,193630,,54,1047713,7,9489011,724,,2080227,,0
she got the best of me,This One's for You Too (Deluxe Edition),luke combs,2018-06-01,US6XF1700267,2862,26.1,572628080.0,58161,18234682,79,358325972,1376330,48738,6199392,45145253,514930459,28,188483,19,3,6863,11,343169820,50137,,1096110,,0
y si se quiere ir,Y Si Se Quiere Ir,"luis angel ""el flaco""",2021-11-19,QZDQH2154311,2866,26.1,110244949.0,10233,6570771,39,442934526,1510804,2407,864180,12667235,37522385,1,4747,200,,,19,45568995,2967,765234,,,0
camelot,Camelot,nle choppa,2019-09-13,USWB11901876,2854,26.1,537163250.0,117513,15086606,69,299438117,2767933,115957,6757364,45616164,55208010,16,,,9,9038,3,33326249,75730,,803474,,1
stuck in the middle,Stuck in the Middle,tai verdes,2020-05-29,QZHN52001856,2861,26.1,143421888.0,46095,5506539,54,23355896,429911,4300313,895618190,6940732133,1036956,26,3496,150,5,176782,3,4696434,7554,,570828,,1
step back!,Step Back!,1nonly,2022-09-02,USWB12203894,2860,26.1,166436749.0,48250,16940138,68,49886904,632581,58547,24932289,219657145,72266,9,3,,3,91280,,3588218,2028,7521020,850249,,1
uk rap,Split Decision,dave,2023-06-04,GBUM72305710,2882,26.0,107742416.0,42998,15708278,67,11323598,134265,,68,921,15202,32,1310,39,10,367040,6,167290,634,,186901,,1
yugur,Yugur - Single,dildora niyozova,2024-02-21,GBLPF6787759,2886,26.0,17009.0,6,20,,66083451,231545,,,,,,,,,,,,,,37489,,0
mi cama,Mi Cama,karol g,2018-05-11,USUM71806196,2881,26.0,224367887.0,21036,7372736,57,1159610485,6061105,136001,8220385,99044675,208104840,31,5993,219,23,96307,19,17465106,13197,,1291228,,0
always this same old song,Better Lucky Than Beautiful,bingo club,2023-02-24,FR9W12223053,2879,26.0,84198.0,27,527,15,295297180,,,,,,,7,,,,,,,,41,,0
true love,True Love,kanye west,2022-05-27,USQX92202485,2884,26.0,269363579.0,84173,16979097,70,3464827,61192,162,39781,139748,197936,14,2567,300,10,99320,13,7132702,3069,,706611,,0
la triple t,La Triple T,tini,2022-05-05,USHR12243202,2877,26.0,265244748.0,27965,12696928,58,219911011,1029281,439688,63221453,837142924,38389154,29,17457,424,21,249287,16,383784,211,,226814,,0
car's outside,YOU,james arthur,2019-10-18,DEE861903416,2876,26.0,578464780.0,64098,29245701,76,99386903,1089785,3170207,482763087,3957426996,78753926,32,6663,,34,211486,1,1516875,2721,,2697578,,0
northern attitude (with hozier),Northern Attitude (with Hozier),noah kahan,2023-11-10,USUM72315552,2874,26.0,269280631.0,16841,7676990,,4294607,37332,,,,,12,,,12,95510,30,4995688,1999,285222,199947,,1
paradise,Mylo Xyloto,coldplay,2011-10-19,GBAYE1101143,2873,26.0,1291954163.0,205567,85747045,77,325509002,2163945,755099,119567231,1016743063,1022465,109,44631,109,94,850177,32,486445533,445013,,8726725,,0
devil doesnï¿½ï¿½ï¿½t b,(Un)Commentary,alec benjamin,2022-04-15,USAT22200712,2888,26.0,203417763.0,41522,3635691,66,69712050,939096,624819,85472081,686244417,1916679817,12,18320,111,2,3773,7,43710605,11796,,885217,,0
vamos aclarando muchas cosas - en vivo,Vamos Aclarando Muchas Cosas (En Vivo),codiciado,2022-09-02,QZQMB2102927,2887,26.0,145135597.0,15952,3101333,65,226936682,537097,235860,10955274,181357126,34156826,3,536,,,,1,25569248,5096,,486827,,1
peru,#NAME?,fireboy dml,2020-01-01,USUYG1403104,2880,26.0,316588910.0,82524,14617198,62,276127028,1891292,94341,17340575,291943987,3517765335,62,158998,1457,23,600381,49,19592967,8768,,4534741,,1
haja colï¿½ï¿½rio (feat. hugo & guilherme) - ao,Haja Colï¿½ï¿½rio (feat. Hugo & Guilherme) [Ao V,guilherme & benuto,2022-06-23,BCVV82000055,2871,26.0,290735048.0,17734,15206997,60,296249830,565573,51900,5612563,91683933,3084523872,25,8531,,42,605462,7,218,,,136717,,0
just pretend,THE DEATH OF PEACE OF MIND,bad omens,2022-02-25,USYFZ2264208,2872,26.0,209635991.0,54470,8885780,71,26381437,281014,161246,24563445,231239811,12295099,18,99987,102,3,29711,13,23457347,11141,1923886,832908,,0
older,older,isabel larosa,2023-09-15,USRC12302056,2870,26.0,174933335.0,20035,16854153,,13345496,254331,1,496198,3421698,,4,290,,13,244120,,1110727,934,1701988,810245,,0
happy dance,Happy Dance,elmo,2023-02-03,USRH12206010,2889,26.0,,,,,323018594,550826,,,,,,,,,,,90623,791,,,,0
glorious (feat. skylar grey),Glorious (feat. Skylar Grey),macklemore,2017-06-15,QZ8TY1700001,2878,26.0,899431434.0,111427,17437639,72,345265852,3361539,277847,116647161,813589191,142496161,58,1116,26,18,41140,13,86963909,92609,26708285,3585978,,1
alone,Black Panther: Wakanda Forever - Music From and Inspired By,burna boy,2022-11-04,USHR12244832,2875,26.0,139783785.0,44303,5375418,63,37874489,402994,41400,17092754,129948415,644,25,5116,1,11,109328,14,3097330,2488,4553795,2203339,,0
delicate,reputation,taylor swift,2017-11-10,USCJY1750007,2885,26.0,987770768.0,58856,33732271,75,593364271,4837607,33676,20092439,130537420,78802662,81,139497,30,17,234356,55,168036238,64405,,3928542,,0
labios mordidos (with karol g),Labios Mordidos (with KAROL G),kali uchis,2023-11-24,USUM72315069,2883,26.0,91553012.0,8921,15207574,,48246407,514286,321,234356,,381759122,20,6121,126,36,7295757,9,6723078,1095,483249,196870,,0
"no me conocen (remix) [con duki, rei & tiago pzk]","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",bandido,2021-06-16,UYB282113006,2892,25.9,203081704.0,47164,7286295,59,409311269,2277370,,,,31484427,12,324,,4,21147,4,19948,,,373244,,0
ni**as in paris,Watch the Throne (Deluxe),jay-z,2011-01-01,USUM71111621,2899,25.9,1436087930.0,296520,56557390,76,444307904,3150622,37473,21427059,199117216,16347538,159,49872,3,47,70698,51,106302435,446924,,10189462,,1
be my lover (feat. la bouche) - 2023 mix,Be My Lover (feat. La Bouche) [2023 Mix],hypaton,2023-04-21,DEE862300656,2893,25.9,136778408.0,38192,48561484,74,,,1937,301660,16053583,,31,27969,,59,1248462,30,887691,205,1317255,936908,,0
butterfly x boom - remix,Butterfly x Boom (Remix),lea,2022-01-13,HKK972201900,2897,25.9,,382,26476,,,,3700884,12129705,201918963,,,,,,,,,,,85064,,0
on the radar freestyle,On The Radar Freestyle,drake,2023-07-26,USLD91749183,2894,25.9,86155124.0,34804,13487736,62,17603372,566251,4799,2344363,21751158,465664,22,884,1,1,12802,18,1836178,1081,,260921,,1
forever (feat. fridayy),It's Only Me,lil baby,2022-10-14,USUG12207233,2906,25.9,101717995.0,43236,7266342,61,28422099,327967,63,1372,15743,,18,3843,932,3,908794,,96992333,15344,,1196752,,1
bang bang,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,jessie j,2014-01-01,USUM71409737,2895,25.9,1336196012.0,120161,65089226,72,321959140,3114933,22465,36410479,243157936,2330,164,30904,140,107,1187886,53,520899844,621488,,6269103,,0
reminder,Starboy,the weeknd,2016-11-25,USUG11600998,2890,25.9,1015965940.0,125348,27076169,77,530807213,3439489,515202,51866413,445032303,14016821,56,5219,68,37,270027,3,71957016,35326,7071878,3869271,,1
"""slut!"" (taylor's version) (from the vault)",1989 (Taylor's Version),taylor swift,2023-10-26,USUG12306687,2908,25.9,265932119.0,15133,21522387,,10688311,218021,57311,24038841,148790467,1023354836,14,6497,5,19,512287,33,2649309,1180,,362874,,0
icantbelieveiletyougetaway,icantbelieveiletyougetaway,aldn,2024-05-31,QZMEQ2463576,2896,25.9,3162942.0,520,4539512,63,247697,13414,15900,,,,,,,,,,3490,26,366782,46746,,0
harmless python,INKUBATOR,hot lemon,2023-02-25,USCGJ2325873,2905,25.9,,,,,307570754,3929196,,,,10540020,,1,,,,,,,,,,0
funk estranho,Funk Estranho - Single,prod.67,2024-05-31,QZNWR2410858,2902,25.9,3589.0,,,15,,,,,,,1,,,,,,,,,589007,,0
yo no soy celoso,Un Verano Sin Ti,bad bunny,2022-05-06,QM6MZ2214880,2901,25.9,370800055.0,49381,6786167,68,130681979,909372,9631,12486570,123346772,20198310,8,1209,,1,4012,1,11215211,2417,3831965,336808,,1
head shoulders knees & toes (feat. norma jean martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),ofenbach,2020-05-08,FRY682000003,2909,25.9,437558372.0,91322,17073985,65,131588669,803725,52346,9680657,88146717,46616431,97,213903,,80,3693604,15,4728071,5923,,3913562,,0
jealousy (feat. cardi b),JEALOUSY (feat. Cardi B),offset,2023-07-28,USUM72311135,2907,25.9,58058696.0,20289,18874374,56,31124272,674922,8543,7585680,62820921,267510966,18,35668,359,11,189549,35,18553797,2371,,519567,,1
clash (feat. stormzy),Clash (feat. Stormzy),dave,2021-07-08,GBUM72103840,2898,25.9,237619076.0,109634,9288222,61,83880421,827499,29127,12773383,121310762,13321285,68,6889,6,10,95781,21,248457,109,,995591,,1
salt,Salt (The Remixes),ava max,2019-12-12,USAT21906991,2891,25.9,388802420.0,56080,8025213,62,267992366,1873271,416848,90667312,1836584524,16367818,49,178796,,41,423672,6,36658628,20389,6142628,4056404,,0
fire on fire,Fire On Fire,sam smith,2018-12-21,GBUM71807533,2900,25.9,697834321.0,85430,22166821,70,408377555,3474229,845344,162079342,1362132192,462620095,23,3131,,11,104452,9,39317515,45186,,4296434,,0
problema,Problema,carlos agassi,2023-09-27,TCAHM2313718,2904,25.9,125395.0,32,2558,,,,1100739,21961859,325076048,,,,,,,,,,,380,,1
shoong! (feat. lisa of blackpink),Down to Earth,taeyang,2023-04-25,KSA002300722,2903,25.9,156994096.0,14231,5565204,61,147699486,22687,15086,27140570,180459570,53993902,17,3500,18,3,19908,11,959435,375,,628505,,0
"leave em alone (layton greene, lil baby feat. city girls, pnb rock)",Leave Em Alone (with Lil Baby & City Girls feat. PnB Rock),quality control,2019-05-29,USUG11900730,2931,25.8,239850720.0,49483,7561353,58,137567703,1400248,494841,93154485,592960684,14347458,20,15,,4,205,9,74465169,23860,51398155,2282568,,1
boyz in paris (with vinai),Boyz In Paris (with VINAI),marnik,2023-07-28,FR9W12333643,2919,25.8,136709117.0,28764,62770976,73,5623146,62157,1046,438190,11060327,3380195,34,17195,,72,1464103,16,,,,1065826,,1
3 nights,"Don't Forget About Me, Demos",dominic fike,2018-10-16,USQX91802455,2929,25.8,987061577.0,170786,42953760,73,118458946,1182389,87128,32067807,219224269,5644556,164,5728,178,65,915322,27,18478625,37571,,5057667,,0
ngozi,Trench to Triumph,crayon,2023-07-21,US23A1567556,2928,25.8,48581084.0,11373,7780743,65,35448614,206819,549399,23105995,270727164,65962506,38,3397,9,2,51430,22,21965,146,,1291258,,0
i am not who i was,i am not who i was - Single,chance peï¿½,2023-09-21,QZTPX2322912,2910,25.8,188215390.0,24322,21529351,,3624497,,6448,2220665,21944041,29364635,6,1022,217,3,1026164,,9796656,668,,222417,,0
single again,Single Again,harmonize,2023-02-19,HKC371724447,2915,25.8,,3,4,,31741874,229907,1904084,16348061,230507109,,,,,,,,,,,,,0
july,July,noah cyrus,2019-07-31,USQX91901092,2927,25.8,977870118.0,115565,34759006,80,122949402,1540598,177051,97555124,348624319,4872508,64,20650,257,42,258576,17,120010927,66285,,1097743,,0
perro fiel (feat. nicky jam),El Dorado,shakira,2017-05-26,USSD11700143,2911,25.8,433482670.0,36243,15506067,62,1080335262,3910533,389080,26721389,415634670,162147951,49,14262,59,24,279219,29,83819443,30684,,3345147,,0
andamos mejor,Andamos Mejor,los gemelos de sinaloa,2022-01-24,USDXS2200425,2930,25.8,209092342.0,22379,7376777,63,265900557,1262410,246700,11562330,200533647,186,6,20,,,,6,71876275,11600,,443034,,0
drag me down,Drag Me Down,one direction,2015-07-31,GBHMU1500070,2921,25.8,1125333823.0,110189,62083784,76,1124359897,10115690,139963,23957571,175883717,548604090,88,17232,89,45,582485,22,,,,4226136,,0
tu turrito,Tu Turrito,rei,2022-05-04,UYB282208022,2918,25.8,187818818.0,26770,6270168,57,291692983,1352658,154200,30899907,365176711,757784,8,2741,,8,55693,2,,,,187231,,0
ýýýý ýýýýýýýýýý,ýýýý ýýýýýýýýýý,anna asti,2022-06-03,RUA1D2242027,2922,25.8,21081306.0,7633,496465,51,375871120,962835,31931,3332788,74908911,27887420,20,1266,,,,,,,,1180992,,0
meet me at our spot,THE ANXIETY,the anxiety,2020-03-13,QMJMT2002693,2923,25.8,609716786.0,136864,31328182,69,280056,4102,182019,153184031,1195714328,,57,2436,1626,22,24028,18,42232240,43579,5318764,3251229,,1
get off the wall,Get Off The Wall,philly goats,2023-06-02,USUM72307453,2926,25.8,8470479.0,2776,1823591,43,8291412,112395,1400151,60596180,503891783,,2,277,11,,,3,467480,1111,,170102,,1
it'll be okay,It'll Be Okay,shawn mendes,2021-12-01,USUM72122321,2925,25.8,344658498.0,61117,28999986,65,114495950,2357556,130670,165436212,1514925086,1423088796,58,50031,97,36,1186938,22,20569697,3821,,1497439,,0
"cayï¿½ï¿½ la noche (feat. cruz cafunï¿½ï¿½, abhir hathi, bejo, el ima)","Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",la pantera,2022-01-14,ES5152101308,2924,25.8,283228006.0,63076,8936948,62,169044728,998010,147165,84459330,906688195,237830514,13,4039,,8,12464,22,,,,696795,,1
stereo hearts (feat. adam levine),Megahits 2012 - Die Erste,gym class heroes,2011-01-01,USAT21101071,2916,25.8,1318596835.0,240081,51289471,74,1141964928,11343690,409892,126261133,1056131649,1178523905,43,67874,42,26,104829,7,,,,14060987,,0
